# arcade-merge-cards reviewed pairs — generated 2026-08-19
# system	srcCollapseKey	dstCollapseKey	signals	# srcTitle => dstTitle
nds	harrypottertofushichounokishidan	harrypotterandorderofphoenix	lb-alias	# Harry Potter to Fushichou no Kishidan => Harry Potter and the Order of the Phoenix
nds	harrypottertohonoonogoblet	harrypotterandgobletoffire	lb-alias	# Harry Potter to Honoo no Goblet => Harry Potter and the Goblet of Fire
nds	harrypottertonazonoprince	harrypotterandhalfbloodprince	lb-alias	# Harry Potter to Nazo no Prince => Harry Potter and the Half-Blood Prince
nds	harrypotterundderhalbblutprinz	harrypotterandhalfbloodprince	lb-alias	# Harry Potter und der Halbblut-Prinz => Harry Potter and the Half-Blood Prince
nds	harvestfishing	riverkingmysticvalley	lb-alias,ra	# Harvest Fishing => River King - Mystic Valley
nds	harvestmoontaleoftwotowns	harvestmoondstaleoftwotowns	lb-alias	# Harvest Moon - The Tale of Two Towns => Harvest Moon DS - The Tale of Two Towns
nds	helprhythmhero	elitebeatagents	lb-alias	# Help! Rhythm Hero! => Elite Beat Agents
nds	hijouguchiexitds	exitds	lb-alias	# Hijouguchi - Exit DS => Exit DS
nds	hikarino4senshifinalfantasygaiden	finalfantasy4heroesoflight	lb-alias	# Hikari no 4 Senshi - Final Fantasy Gaiden => Final Fantasy - The 4 Heroes of Light
nds	hippattepuzzlebobble	bustmoveds	lb-alias	# Hippatte! Puzzle Bobble => Bust-A-Move DS
nds	hiramekipuzzlemaxwellnofushiginanote	scribblenauts	lb-alias	# Hirameki Puzzle - Maxwell no Fushigi na Note => Scribblenauts
nds	hollandssupermodel	missionrunway	lb-alias	# Hollands Supermodel => Mission Runway
nds	hoshinokirbyultrasuperdeluxe	kirbysuperstarultra	lb-alias	# Hoshi no Kirby - Ultra Super Deluxe => Kirby Super Star Ultra
nds	hoteldeluxegreifnachdensternen	hoteldeluxe	lb-alias	# Hotel Deluxe - Greif nach den Sternen => Hotel Deluxe
nds	houkagomysteryclub26notobira	omg26ourminigames	lb-alias	# Houkago Mystery Club - 26 no Tobira => O.M.G. 26 - Our Mini Games
nds	iceage2	iceage2meltdown	igdb	# Ice Age 2 => Ice Age 2 - The Meltdown
nds	ididitmum2girl	smartgirlsplayhouse2	lb-alias	# I Did It Mum! 2 - Girl => Smart Girl's Playhouse 2
nds	ididitmumboy	smartboysgameroom	lb-alias	# I Did It Mum! - Boy => Smart Boy's Gameroom
nds	ididitmumdollshouse	myfirstdollhouse	lb-alias	# I Did It Mum! - Doll's House => My First Dollhouse
nds	ididitmumgirl	smartgirlsplayhouse	lb-alias	# I Did It Mum! - Girl => Smart Girl's Playhouse
nds	illumislighthikarinopuzzle	prismlightway	lb-alias	# Illumislight - Hikari no Puzzle => Prism - Light the Way
nds	ilovedogsmycutepuppies	ilovepuppies	lb-alias	# I Love Dogs - My Cute Puppies => I Love Puppies
nds	ilprofdiparole	wordfish	lb-alias	# Il Prof di Parole => Wordfish
nds	imaginebabyclub	imaginebabysitters	lb-alias	# Imagine - Baby Club => Imagine - Babysitters
nds	imagineballetdancer	imagineballetstar	lb-alias	# Imagine - Ballet Dancer => Imagine - Ballet Star
nds	imaginebeautystylist	imaginesalonstylist	lb-alias	# Imagine - Beauty Stylist => Imagine - Salon Stylist
nds	imaginedetectiveadventures	imaginedetective	lb-alias	# Imagine - Detective Adventures => Imagine - Detective
nds	imaginedoctor	imaginefamilydoctor	lb-alias	# Imagine - Doctor => Imagine - Family Doctor
nds	imaginedreamresort	imagineresortowner	lb-alias	# Imagine - Dream Resort => Imagine - Resort Owner
nds	imaginedreamweddings	imagineweddingdesigner	lb-alias	# Imagine - Dream Weddings => Imagine - Wedding Designer
nds	imaginefashionmodel	imaginefashiondesignernewyork	lb-alias	# Imagine - Fashion Model => Imagine - Fashion Designer New York
nds	imaginefashionparadise	imaginefashionstylist	lb-alias	# Imagine - Fashion Paradise => Imagine - Fashion Stylist
nds	imaginegirlband	imaginerockstar	lb-alias	# Imagine - Girl Band => Imagine - Rock Star
nds	imaginehappycooking	imaginemasterchef	lb-alias	# Imagine - Happy Cooking => Imagine - Master Chef
nds	imaginejournalist	imaginereporter	lb-alias	# Imagine - Journalist => Imagine - Reporter
nds	imaginemyboutique	imagineboutiqueowner	lb-alias	# Imagine - My Boutique => Imagine - Boutique Owner
nds	imaginemyrestaurant	gourmetchefcookyourwaytofame	lb-alias	# Imagine - My Restaurant => Gourmet Chef - Cook Your Way to Fame
nds	imaginepetvet	imagineanimaldoctor	lb-alias	# Imagine - Pet Vet => Imagine - Animal Doctor
nds	imagineteacherschooltrip	imagineteacherclasstrip	lb-alias	# Imagine - Teacher - School Trip => Imagine - Teacher - Class Trip
nds	imaginewildlifekeeper	imaginezookeeper	lb-alias	# Imagine - Wildlife Keeper => Imagine - Zookeeper
nds	imparaconpokemonavventuratraitasti	battleandgetpokemontypingds	lb-alias	# Impara con Pokemon - Avventura Tra i Tasti => Battle & Get! Pokemon Typing DS
nds	inazumaeleven2eissturm	inazumaeleven2blizzard	lb-alias	# Inazuma Eleven 2 - Eissturm => Inazuma Eleven 2 - Blizzard
nds	inazumaeleven2feuersturm	inazumaeleven2firestorm	lb-alias	# Inazuma Eleven 2 - Feuersturm => Inazuma Eleven 2 - Firestorm
nds	inazumaeleven2kyouinoshinryakushablizzard	inazumaeleven2blizzard	lb-alias	# Inazuma Eleven 2 - Kyoui no Shinryakusha - Blizzard => Inazuma Eleven 2 - Blizzard
nds	inazumaeleven2kyouinoshinryakushafire	inazumaeleven2firestorm	lb-alias	# Inazuma Eleven 2 - Kyoui no Shinryakusha - Fire => Inazuma Eleven 2 - Firestorm
nds	inazumaeleven2tempetedefeu	inazumaeleven2firestorm	lb-alias	# Inazuma Eleven 2 - Tempete de Feu => Inazuma Eleven 2 - Firestorm
nds	inazumaeleven2tempetedeglace	inazumaeleven2blizzard	lb-alias	# Inazuma Eleven 2 - Tempete de Glace => Inazuma Eleven 2 - Blizzard
nds	inazumaeleven2tormentadefuego	inazumaeleven2firestorm	lb-alias	# Inazuma Eleven 2 - Tormenta de Fuego => Inazuma Eleven 2 - Firestorm
nds	inazumaeleven2ventiscaeterna	inazumaeleven2blizzard	lb-alias	# Inazuma Eleven 2 - Ventisca Eterna => Inazuma Eleven 2 - Blizzard
nds	indoorsportsclub	ultimategameroom	lb-alias	# Indoor Sports Club => Ultimate Game Room
nds	internationalathletics	worldchampionshipgamestrackandfieldevent	lb-alias	# International Athletics => World Championship Games - A Track and Field Event
nds	isoladeifamosil	survivor	lb-alias	# Isola dei Famosi, L' => Survivor
nds	itsuwarinorondo	rondoofswords	lb-alias	# Itsuwari no Rondo => Rondo of Swords
nds	ivykiwitsutagamichibikumonogatari	ivykiwi	lb-alias	# Ivy the Kiwi - Tsuta ga Michibiku Monogatari => Ivy the Kiwi
nds	izunalegendofninja	izunalegendofunemployedninja	lb-alias	# Izuna - The Legend of the Ninja => Izuna - Legend Of The Unemployed Ninja
nds	jakepowerfirefighter	jakepowerfireman	lb-alias	# Jake Power - Firefighter => Jake Power - Fireman
nds	jewelland	elvenland	lb-alias	# Jewel Land => ElvenLand
nds	jewellinkchronicleslegendofathena	jewelmastercradleofathena	lb-alias	# Jewel Link Chronicles - Legend of Athena => Jewel Master - Cradle of Athena
nds	jewellinkmysteriesmountainsofmadness	jewellinkchroniclesmountainsofmadness	lb-alias	# Jewel Link Mysteries - Mountains of Madness => Jewel Link Chronicles - Mountains of Madness
nds	jewelmasteratlantis	jewellinklegendsofatlantis	lb-alias	# Jewel Master - Atlantis => Jewel Link - Legends of Atlantis
nds	jewelquestsolitairesolitairewithtwist	jewelquestsolitaire	lb-alias	# Jewel Quest - Solitaire - Solitaire with a Twist! => Jewel Quest - Solitaire
nds	jinsamgukmussangdsfightersbattle	dynastywarriorsdsfightersbattle	lb-alias	# Jin Samgukmussang DS - Fighter's Battle => Dynasty Warriors DS - Fighter's Battle
nds	josefiinaalkupolkumatematiikkasumualukukylanylla	pixelineskolehjaelpmatematiktaagerovertalstrup	lb-alias	# Josefiina Alkupolku Matematiikka - Sumua Lukukylan Ylla => Pixeline Skolehjaelp - Matematik - Taager over Talstrup
nds	josefineskolehjelpengelskmysteryinlondon	josefiinaalkupolkuenglanninkielimysteerilontoossa	lb-alias	# Josefine Skolehjelp - Engelsk - Mystery in London => Josefiina Alkupolku Englannin Kieli - Mysteeri Lontoossa
nds	josefineskolehjelpmatematikktaakeitallheimen	pixelineskolehjaelpmatematiktaagerovertalstrup	lb-alias	# Josefine Skolehjelp - Matematikk - Taake i Tallheimen => Pixeline Skolehjaelp - Matematik - Taager over Talstrup
nds	josefinskolhjalpengelskamysteryinlondon	josefiinaalkupolkuenglanninkielimysteerilontoossa	lb-alias	# Josefin Skolhjalp - Engelska - Mystery in London => Josefiina Alkupolku Englannin Kieli - Mysteeri Lontoossa
nds	josefinskolhjalpochdromspegeln	pixelineogdroemmespejlet	lb-alias	# Josefin Skolhjalp och Dromspegeln => Pixeline og Droemmespejlet
nds	juniorbraintrainermathsedition	juniorbraintrainermathedition	lb-alias	# Junior Brain Trainer - Maths Edition => Junior Brain Trainer - Math Edition
nds	juniorclassicgamesanimalworld	juniorclassicgames	lb-alias	# Junior Classic Games - Animal World => Junior Classic Games
nds	juniormysterystories	juniormysteryquest	lb-alias	# Junior Mystery Stories => Junior Mystery Quest
nds	juniorwortquizdas	wordfish	lb-alias	# Junior Wort-Quiz, Das => Wordfish
nds	kagenodensetsulegendofkage2	legendofkage2	lb-alias	# Kage no Densetsu - The Legend of Kage 2 => The Legend of Kage 2
nds	kaitouwarioseven	wariomasterofdisguise	lb-alias	# Kaitou Wario the Seven => Wario - Master of Disguise
nds	kasekichoushinkaspectrobes	spectrobes	lb-alias	# Kaseki Chou Shinka Spectrobes => Spectrobes
nds	kawanonushitsurikomorebinotaniseseraginouta	riverkingmysticvalley	lb-alias	# Kawa no Nushi Tsuri - Komorebi no Tani, Seseragi no Uta => River King - Mystic Valley
nds	kilaribecomestar	kirarinrevolutionmezaseidolqueen	lb-alias	# Kilari - Become a Star => Kirarin Revolution - Mezase! Idol Queen
nds	kiminotamenarashineru	feelmagicxyxx	lb-alias	# Kimi no Tame Nara Shineru => Feel the Magic - XY XX
nds	kimochiyosarensapuzzletrioncube	trioncube	lb-alias	# Kimochi yosa Rensa Puzzle - Trion Cube => Trioncube
nds	kirakirarhythmcollection	cheerwego	lb-alias	# Kirakira Rhythm Collection => Cheer We Go
nds	kirarinrevolutionnaasantoissho	kilarinasanmonmeilleurami	lb-alias	# Kirarin ' Revolution - Naasan to Issho => Kilari - Na-san, Mon Meilleur Ami
nds	kirbymouseattack	kirbysqueaksquad	lb-alias	# Kirby - Mouse Attack => Kirby - Squeak Squad
nds	kirbypowerpaintbrush	kirbycanvascurse	lb-alias,ra	# Kirby - Power Paintbrush => Kirby - Canvas Curse
nds	knobelunddenkspiele	puzzlerworld	lb-alias	# Knobel- und Denkspiele => Puzzler World
nds	knobelunddenkspiele2	puzzlerworld2	lb-alias	# Knobel- und Denkspiele 2 => Puzzler World 2
nds	kochkurswaswollenwirheutekochen	personaltrainercooking	lb-alias	# Kochkurs - Was Wollen Wir Heute Kochen => Personal Trainer - Cooking
nds	kokorogamezameruotokotachinonuriedstamiyaboxart	paintbydsmilitaryvehicles	lb-alias	# Kokoro ga Mezameru Otoko Tachi no Nurie DS - Tamiya Box Art => Paint by DS - Military Vehicles
nds	kokorogauruoubireiaquariumdskujirairukapenguin	fantasyaquariumbyds	lb-alias	# Kokoro ga Uruou Birei Aquarium DS - Kujira - Iruka - Penguin => Fantasy Aquarium by DS
nds	kolonistenvancatande	catan	lb-alias	# Kolonisten van Catan, De => Catan
nds	konchuuwars	dronetactics	lb-alias	# Konchuu Wars => Drone Tactics
nds	kreuzwortraetseldsweltedition	usatodaycrosswordchallenge	lb-alias	# Kreuzwortraetsel DS - Welt Edition => USA Today Crossword Challenge
nds	kuniokunnochounekketsudaiundoukai	rivercitysupersportschallenge	lb-alias	# Kunio-kun no Chou Nekketsu! - Daiundoukai => River City - Super Sports Challenge
nds	kuniokunnochounekketsusoccerleagueplusworldhypercuphen	rivercitysoccerhooligans	lb-alias	# Kunio-kun no Chou Nekketsu! - Soccer League Plus - World Hyper Cup Hen => River City Soccer Hooligans
nds	kurikuridsotasukeisland	cookieandcream	lb-alias	# KuriKuri DS - Otasuke Island => Cookie & Cream
nds	kurukuruchameleonds	chameleontodyefor	lb-alias	# KuruKuru Chameleon DS => Chameleon - To Dye For
nds	kurukuruprincessfiguredekirakirakoorinoangel	imaginefigureskater	lb-alias	# KuruKuru Princess - Figure de KiraKira Koori no Angel => Imagine - Figure Skater
nds	kurupotocoolcoolstars	kurupoto	igdb	# Kurupoto Cool Cool Stars => KuruPoto
nds	kyouryuuoujaketteisenkyouryuugrandprix	fossilleaguedinotournamentchampionship	lb-alias	# Kyouryuu Ouja Ketteisen - Kyouryuu Grand Prix => Fossil League - Dino Tournament Championship
nds	kyouryuutaisendinochampsaikyoudnahakkutsudaisakusen	dinomasterdigdiscoverduel	lb-alias	# Kyouryuu Taisen Dino Champ - Saikyou DNA Hakkutsu Daisakusen => Dino Master - Dig Discover Duel
nds	kyuukyuukyuumeicaduceus2	traumacenterunderknife2	lb-alias	# Kyuukyuu Kyuumei Caduceus 2 => Trauma Center - Under the Knife 2
nds	laguidaincucinachesimangiaoggi	personaltrainercooking	lb-alias	# La Guida in Cucina - Che si Mangia Oggi => Personal Trainer - Cooking
nds	lalicornemagique	sarahkeeperofunicorn	lb-alias	# La Licorne Magique => Sarah - Keeper of the Unicorn
nds	lastwindowmayonakanoyakusoku	lastwindowsecretofcapewest	lb-alias	# Last Window - Mayonaka no Yakusoku => Last Window - The Secret of Cape West
nds	laytongyosuwaisanghanmaeul	professorlaytonandcuriousvillage	lb-alias	# Layton Gyosu wa Isanghan Maeul => Professor Layton and the Curious Village
nds	laytonkyoujutoakumanohako	professorlaytonanddiabolicalbox	lb-alias	# Layton Kyouju to Akuma no Hako => Professor Layton and the Diabolical Box
nds	laytonkyoujutoakumanohakofriendlyban	professorlaytonanddiabolicalbox	lb-alias	# Layton Kyouju to Akuma no Hako - Friendly Ban => Professor Layton and the Diabolical Box
nds	laytonkyoujutofushiginamachi	professorlaytonandcuriousvillage	lb-alias	# Layton Kyouju to Fushigi na Machi => Professor Layton and the Curious Village
nds	laytonkyoujutofushiginamachifriendlyban	professorlaytonandcuriousvillage	lb-alias	# Layton Kyouju to Fushigi na Machi - Friendly Ban => Professor Layton and the Curious Village
nds	laytonkyoujutomajinnofue	professorlaytonandlastspecter	lb-alias	# Layton Kyouju to Majin no Fue => Professor Layton and the Last Specter
nds	laytonkyoujutosaigonojikanryokou	professorlaytonandunwoundfuture	lb-alias	# Layton Kyouju to Saigo no Jikan Ryokou => Professor Layton and the Unwound Future
nds	learnwithpokemontypingadventure	battleandgetpokemontypingds	lb-alias	# Learn with Pokemon - Typing Adventure => Battle & Get! Pokemon Typing DS
nds	leconsdecuisinequallonsnousmangeraujourdhui	personaltrainercooking	lb-alias	# Lecons de Cuisine - Qu'allons-nous Manger Aujourd'hui => Personal Trainer - Cooking
nds	leftorrightambidextrouschallenge	leftbrainrightbrain	lb-alias	# Left or Right - Ambidextrous Challenge => Left Brain Right Brain
nds	legomarvelsuperheroesluniversenperil	legomarvelsuperheroesuniverseinperil	lb-alias,ra	# LEGO Marvel Super Heroes - L'Univers en Peril => LEGO Marvel Super Heroes - Universe in Peril
nds	legomarvelsuperheroesuniversumingefahr	legomarvelsuperheroesuniverseinperil	ra	# LEGO Marvel Super Heroes - Universum in Gefahr => LEGO Marvel Super Heroes - Universe in Peril
nds	legoninjagovideogame	legobattlesninjago	lb-alias,ra	# LEGO Ninjago - The Videogame => LEGO Battles - Ninjago
nds	lernenmitpokemontastenabenteuer	battleandgetpokemontypingds	lb-alias	# Lernen mit Pokemon - Tasten-Abenteuer => Battle & Get! Pokemon Typing DS
nds	lessims3	sims3	lb-alias	# Les Sims 3 => The Sims 3
nds	letsplayfiremen	myherofirefighter	lb-alias	# Let's Play Firemen => My Hero - Firefighter
nds	letsplayshops	dreamerseriesshopowner	lb-alias	# Let's Play Shops => Dreamer Series - Shop Owner
nds	lewistomiraidorobouwilburnokikennajikanryokou	meetrobinsons	lb-alias	# Lewis to Mirai Dorobou - Wilbur no Kiken na Jikan Ryokou => Meet the Robinsons
nds	liccachandsonnanokolessonosharemooshigotomoomakase	lovelylisa	lb-alias	# Liccachan DS - Onnanoko Lesson - Oshare mo Oshigoto mo Omakase! => Lovely Lisa
nds	lifesignshospitalaffairs	lifesignssurgicalunit	lb-alias	# LifeSigns - Hospital Affairs => LifeSigns - Surgical Unit
nds	lisenoatelieroldornorenkinjutsushi	lisenoatelierordrenorenkinjutsushi	lb-alias	# Lise no Atelier - Oldor no Renkinjutsushi => Lise no Atelier - Ordre no Renkinjutsushi
nds	littlemermaidarielnouminotakaramono	littlemermaidarielsunderseaadventure	lb-alias	# Little Mermaid - Ariel no Umi no Takaramono => The Little Mermaid - Ariel's Undersea Adventure
nds	liveoncardliverds	livebattlecardliveonds	lb-alias	# Live on Card Live-R DS => Live Battle Card - Live-On DS
nds	longvacationirukatowatashi	discoverykidsdolphindiscovery	lb-alias	# Long Vacation - Iruka to Watashi => Discovery Kids - Dolphin Discovery
nds	lovelovehamster	hamsterzlife	lb-alias	# Love Love Hamster => Hamsterz Life
nds	luminousarc2will	luminousarc2	igdb,lb-alias	# Luminous Arc 2 - Will => Luminous Arc 2
nds	lyranoboukenougonnorashinban	goldencompass	lb-alias	# Lyra no Bouken Ougon no Rashinban => The Golden Compass
nds	madagascar2	madagascarescape2africa	lb-alias	# Madagascar 2 => Madagascar - Escape 2 Africa
nds	madeinore	wariowaredoityourself	lb-alias	# Made in Ore => Wario Ware - Do It Yourself
nds	magicmadefun	masterofillusion	lb-alias	# Magic Made Fun => Master of Illusion
nds	magictaizen	masterofillusion	lb-alias	# Magic Taizen => Master of Illusion
nds	mahjonggancientegypt	mahjonggmysteriesancientegypt	lb-alias	# Mahjongg - Ancient Egypt => Mahjongg Mysteries - Ancient Egypt
nds	mahjonggancientmayas	mahjongjourneyquestfortikal	lb-alias	# Mahjongg - Ancient Mayas => Mahjong Journey - Quest for Tikal
nds	mahjongmysteriesancientegypt	mahjonggmysteriesancientegypt	lb-alias	# Mahjong Mysteries - Ancient Egypt => Mahjongg Mysteries - Ancient Egypt
nds	mahounikakerarete	enchanted	lb-alias	# Mahou ni Kakerarete => Enchanted
nds	majoninaru	witchswish	lb-alias	# Majo ni Naru => Witch's Wish
nds	makaisenkidisgaeamakainooujitoakaitsuki	disgaeads	lb-alias	# Makai Senki Disgaea - Makai no Ouji to Akai Tsuki => Disgaea DS
nds	manjyeoramadeinwario	wariowaretouched	lb-alias	# Manjyeora! Made in Wario => WarioWare Touched!
nds	marioandluigirpg2x2	marioandluigipartnersintime	lb-alias	# Mario & Luigi RPG 2x2 => Mario and Luigi - Partners in Time
nds	marioandsonicatvancouverolympic	marioandsonicatolympicwintergames	lb-alias	# Mario & Sonic at Vancouver Olympic => Mario & Sonic at the Olympic Winter Games
nds	mariovsdonkeykong2miniminidaikoushin	mariovsdonkeykong2marchofminis	lb-alias	# Mario vs. Donkey Kong 2 - MiniMini Daikoushin! => Mario Vs. Donkey Kong 2 - March Of The Minis
nds	mariovsdonkeykongtotsugekiminiland	mariovsdonkeykongminilandmayhem	lb-alias	# Mario vs. Donkey Kong - Totsugeki! Mini-Land => Mario vs. Donkey Kong - Mini-Land Mayhem!
nds	marloukokunoningyouhimetenshigakanaderuainouta	rhapsodymusicaladventure	lb-alias	# Marl Oukoku no Ningyou Hime - Tenshi ga Kanaderu Ai no Uta => Rhapsody - A Musical Adventure
nds	matchstickpuzzlebyds	matchstick	lb-alias	# Matchstick - Puzzle by DS => Matchstick
nds	mawashitekoron	labyrinth	lb-alias	# Mawashite Koron => Labyrinth
nds	mawasunda	turnitaround	lb-alias	# Mawasunda!! => Turn it Around
nds	megamiibunrokudevilsurvivor	shinmegamitenseidevilsurvivor	lb-alias	# Megami Ibunroku - Devil Survivor => Shin Megami Tensei - Devil Survivor
nds	meinkochcoachgesundundleckerkochen	moncoachpersonnelmesrecettesplaisiretligne	lb-alias	# Mein Koch-Coach - Gesund und Lecker Kochen => Mon Coach Personnel - Mes Recettes Plaisir et Ligne
nds	meinwortschatzcoachenglischlernen	miexpertoeningles	lb-alias	# Mein Wortschatz-Coach - Englisch Lernen => Mi Experto en Ingles
nds	meinwortschatzcoachverbesseredeinausdrucksvermoegen	moncoachpersonneljenrichismonvocabulaire	lb-alias	# Mein Wortschatz-Coach - Verbessere Dein Ausdrucksvermoegen => Mon Coach Personnel - J'enrichis Mon Vocabulaire
nds	mesamisdisney	disneyfriends	lb-alias	# Mes amis Disney => Disney Friends
nds	metalfightbeybladebakutancyberpegasis	beyblademetalfusion	lb-alias	# Metal Fight Beyblade - Bakutan! Cyber Pegasis => Beyblade - Metal Fusion
nds	miamicrisis	miamilaw	lb-alias	# Miami Crisis => Miami Law
nds	midnightmysteriesdieedgarallanpoeverschwoerung	midnightmysteriesedgarallanpoeconspiracy	ra	# Midnight Mysteries - Die Edgar Allan Poe Verschwoerung => Midnight Mysteries - The Edgar Allan Poe Conspiracy
nds	miexpertoencocinacomidasaludable	moncoachpersonnelmesrecettesplaisiretligne	lb-alias	# Mi Experto en Cocina - Comida Saludable => Mon Coach Personnel - Mes Recettes Plaisir et Ligne
nds	miexpertoenvocabulario	moncoachpersonneljenrichismonvocabulaire	lb-alias	# Mi Experto en Vocabulario => Mon Coach Personnel - J'enrichis Mon Vocabulaire
nds	mijndierenpraktijk	pawsandclawspetvet	lb-alias	# Mijn Dierenpraktijk => Paws & Claws - Pet Vet
nds	mijndierenschool	mypetschool	lb-alias	# Mijn Dierenschool => My Pet School
nds	mijndroomjobverpleegster	emmastudentnurse	lb-alias	# Mijn Droomjob - Verpleegster => Emma Student Nurse
nds	mindstormtrainyourbrain	masterjinjinsiqchallenge	lb-alias	# MinDStorm - Train your Brain => Master Jin Jin's IQ Challenge
nds	moncoachpersonneljamelioremonespagnol	myspanishcoach	lb-alias	# Mon Coach Personnel - J'ameliore mon Espagnol => My Spanish Coach
nds	moorhuhnadventurepharaohstreasure	crazychickenadventurepharaohstreasure	lb-alias	# Moorhuhn Adventure - The Pharaoh's Treasure => Crazy Chicken Adventure - The Pharaoh's Treasure
nds	moorhuhnds	chickenhunter	lb-alias	# Moorhuhn DS => Chicken Hunter
nds	moorhuhnjumpnrunatlantis	crazychickenjumpnrunatlantisquest	lb-alias	# Moorhuhn Jump'n Run - Atlantis => Crazy Chicken - Jump'n Run - Atlantis Quest
nds	moorhuhnstarkarts	crazychickenstarkarts	lb-alias	# Moorhuhn - Star Karts => Crazy Chicken - Star Karts
nds	musicstariwannabepopstar	dreamerseriespopstar	lb-alias	# Music Star - I Wanna be a Popstar => Dreamer Series - Pop Star
nds	mxvsatvextremelimite	mxvsatvuntamed	lb-alias	# MX vs. ATV Extreme Limite => MX vs. ATV Untamed
nds	myanimalcentreinaustralia	petvetdownunder	lb-alias	# My Animal Centre in Australia => Pet Vet - Down Under
nds	myboyfrienddersommermeineslebens	myboyfriend	lb-alias	# My Boyfriend - Der Sommer Meines Lebens => My Boyfriend
nds	mychinesecoachlearntospeakchinese	mychinesecoach	lb-alias	# My Chinese Coach - Learn to Speak Chinese => My Chinese Coach
nds	mycookingcoachpreparehealthyrecipes	moncoachpersonnelmesrecettesplaisiretligne	lb-alias	# My Cooking Coach - Prepare Healthy Recipes => Mon Coach Personnel - Mes Recettes Plaisir et Ligne
nds	mydangerouspetsnake	discoverykidssnakesafari	lb-alias	# My Dangerous Pet - Snake => Discovery Kids - Snake Safari
nds	mydangerouspetspider	discoverykidsspiderquest	lb-alias	# My Dangerous Pet - Spider => Discovery Kids - Spider Quest
nds	mydogcoachunderstandyourdogwithcesarmillan	cesarmillansdogwhisperer	lb-alias	# My Dog Coach - Understand Your Dog with Cesar Millan => Cesar Millan's Dog Whisperer
nds	mydogsparadise	dreamerseriespuppytrainer	lb-alias	# My Dogs Paradise => Dreamer Series - Puppy Trainer
nds	myhappykitchen	happycooking	lb-alias	# My Happy Kitchen => Happy Cooking
nds	myjapanesecoachlearntospeakjapanese	myjapanesecoachlearnnewlanguage	lb-alias	# My Japanese Coach - Learn to Speak Japanese => My Japanese Coach - Learn a New Language
nds	mylittleflufties	animates	lb-alias	# My Little Flufties => AniMates!
nds	myownpetshelter	petadoptioncenter	lb-alias	# My Own Pet Shelter => Pet Adoption Center
nds	myparisfashionhouse	fashionstudiopariscollection	lb-alias	# My Paris Fashion House => Fashion Studio - Paris Collection
nds	mypetkitten	discoverykidskittencorner	lb-alias	# My Pet Kitten => Discovery Kids - Kitten Corner
nds	mypetparrot	discoverykidsparrotpals	lb-alias	# My Pet Parrot => Discovery Kids - Parrot Pals
nds	mypetzoovet	zoovetendangeredanimals	lb-alias	# My Pet - Zoo Vet => Zoo Vet - Endangered Animals
nds	mysterydetectiveii	touchdetective2andhalf	lb-alias	# Mystery Detective II => Touch Detective 2 and a Half
nds	mysterystoriescurseofancientspirits	mysteryquestcurseofancientspirits	lb-alias	# Mystery Stories - Curse of the Ancient Spirits => Mystery Quest - Curse of the Ancient Spirits
nds	myvetpracticeinaustralia	pawsandclawspetvetaustralianadventures	lb-alias	# My Vet Practice - In Australia => Paws & Claws - Pet Vet - Australian Adventures
nds	myvetpracticeincountry	meinetierarztpraxiseinsatzaufdemland	lb-alias	# My Vet Practice - In the Country => Meine Tierarztpraxis - Einsatz auf dem Land
nds	mywordcoachjuniorwoordjesleren	wordfish	lb-alias	# My Word Coach Junior - Woordjes Leren => Wordfish
nds	mywordcoachverbeterjewoordenschat	moncoachpersonneljenrichismonvocabulaire	lb-alias	# My Word Coach - Verbeter je Woordenschat => Mon Coach Personnel - J'enrichis Mon Vocabulaire
nds	narniakokumonogatariliontomajo	chroniclesofnarnialionwitchandwardrobe	lb-alias	# Narnia Koku Monogatari - Lion to Majo => The Chronicles of Narnia - The Lion, the Witch and the Wardrobe
nds	narutojilpungjeondaenantugeurimjabunsinsul	narutoshippuudendairansenkagebunshinemaki	lb-alias	# Naruto Jilpungjeon - Daenantu! Geurimja Bunsinsul => Naruto Shippuuden - Dairansen! Kagebunshin Emaki
nds	narutoshinobiretsuden	narutoninjadestiny	lb-alias	# Naruto - Shinobi Retsuden => Naruto - Ninja Destiny
nds	narutoshippuudenninjutsuzenkaichaclash	narutoshippudenshinobirumble	lb-alias	# Naruto Shippuuden - Ninjutsu Zenkai! Chaclash!! => Naruto Shippuden - Shinobi Rumble
nds	narutoshippuudensaikyouninjadaikesshuugekitotsunarutovssasuke	narutoshippudennarutovssasuke	lb-alias	# Naruto Shippuuden - Saikyou Ninja Daikesshuu - Gekitotsu!! Naruto VS Sasuke => Naruto Shippuden - Naruto vs Sasuke
nds	newcarnivalfunfairgames	newcarnivalgames	lb-alias	# New Carnival - Funfair Games => New Carnival Games
nds	newinternationalhypersportsds	newinternationaltrackandfield	lb-alias	# New International - Hyper Sports DS => New International Track & Field
nds	newrainbowislands	rainbowislandsrevolution	lb-alias	# New Rainbow Islands => Rainbow Islands - Revolution
nds	newzealandstoryds	newzealandstoryrevolution	lb-alias	# New Zealand Story DS => New Zealand Story Revolution
nds	nintendogslabradorandfriends	nintendogslabandfriends	lb-alias	# Nintendogs - Labrador & Friends => Nintendogs - Lab & Friends
nds	nintendogsminiaturedachshundandfriends	nintendogsdachshundandfriends	lb-alias	# Nintendogs - Miniature Dachshund & Friends => Nintendogs - Dachshund & Friends
